SGBs	phylum	AH	GX	JL	SD	SX	XZ
GX5.bin003	Euryarchaeota	0	0	0	0	0	0
GX5.bin004	Proteobacteria	0	0	0	0	0	0
GX5.bin005	Firmicutes	0	0	0	0	0	0
GX5.bin007	Firmicutes	0	0	0	0	0	0
GX5.bin008	Firmicutes	0	0	0	0	0	0
GX5.bin009	Firmicutes	0	1	0	0	0	1
GX5.bin010	Firmicutes	0	0	0	0	0	0
GX5.bin011	Bacteroidetes	1	1	1	1	1	1
GX5.bin012	Planctomycetes	0	0	0	1	0	0
GX5.bin013	Firmicutes	0	0	0	0	0	0
GX5.bin014	Firmicutes	0	0	0	1	1	1
GX5.bin020	Firmicutes	0	0	0	0	0	0
GX5.bin023	Firmicutes	0	1	0	0	0	0
GX5.bin024	Firmicutes	0	1	0	0	0	0
GX5.bin025	Bacteroidetes	1	1	1	1	1	0
GX5.bin026	Bacteroidetes	1	1	1	1	1	1
GX5.bin028	Bacteroidetes	0	1	1	0	1	0
GX5.bin034	Lentisphaerae	0	0	0	0	0	0
GX5.bin035	Bacteroidetes	0	1	0	1	0	0
GX5.bin036	Firmicutes	0	1	0	0	0	1
GX5.bin037	Firmicutes	0	1	0	1	0	1
GX5.bin038	Firmicutes	0	1	0	0	1	1
GX5.bin039	Firmicutes	0	0	1	0	0	0
GX5.bin040	Firmicutes	0	0	0	0	0	0
GX5.bin041	Firmicutes	0	0	0	0	0	0
GX5.bin042	Firmicutes	0	0	0	0	0	0
GX5.bin046	Firmicutes	1	1	0	0	1	1
GX5.bin047	Firmicutes	0	1	0	0	0	0
GX5.bin048	Bacteroidetes	1	1	1	1	1	1
GX5.bin049	Firmicutes	0	0	0	0	0	0
GX5.bin050	Firmicutes	0	0	0	0	0	0
GX5.bin051	Firmicutes	0	0	0	0	0	0
GX5.bin054	Firmicutes	0	0	0	0	0	0
GX5.bin055	Verrucomicrobia	0	1	0	0	0	0
GX5.bin056	Firmicutes	0	0	0	0	0	0
GX5.bin058	Firmicutes	0	1	0	0	0	1
GX5.bin059	Firmicutes	0	1	0	0	0	1
GX5.bin061	Bacteroidetes	0	0	0	0	0	0
GX5.bin062	Firmicutes	0	0	0	0	0	0
GX5.bin063	Firmicutes	0	1	0	0	0	1
GX5.bin064	Firmicutes	0	0	0	0	0	0
GX5.bin065	Actinobacteria	0	1	0	0	0	1
GX5.bin068	Firmicutes	0	0	0	0	0	0
GX5.bin071	Firmicutes	0	0	0	0	0	0
GX5.bin074	Firmicutes	0	0	0	0	0	0
GX5.bin076	Firmicutes	0	0	0	0	0	0
GX5.bin077	Lentisphaerae	0	0	0	1	0	0
GX5.bin080	Firmicutes	0	1	0	0	0	0
GX5.bin082	Firmicutes	0	0	0	0	0	0
GX5.bin083	Firmicutes	0	0	0	0	0	0
GX5.bin089	Firmicutes	0	0	0	0	0	0
GX5.bin091	Bacteroidetes	1	1	0	1	1	1
GX5.bin092	Bacteroidetes	0	1	0	0	0	0
GX5.bin094	Firmicutes	0	0	0	0	0	0
GX5.bin095	Firmicutes	0	1	0	0	0	0
GX5.bin099	Firmicutes	1	1	1	0	1	0
GX5.bin100	Firmicutes	0	0	0	0	0	0
GX5.bin104	Euryarchaeota	0	0	0	0	0	0
GX5.bin105	Firmicutes	0	0	0	0	0	0
GX5.bin107	Candidatus Melainabacteria	0	0	0	0	0	0
GX5.bin108	Firmicutes	0	1	0	0	0	1
GX5.bin109	Firmicutes	1	1	1	1	1	1
GX5.bin110	Firmicutes	0	1	1	0	1	0
GX5.bin111	Firmicutes	0	0	0	0	0	0
GX5.bin112	Euryarchaeota	0	0	0	1	0	0
GX5.bin113	Firmicutes	0	0	0	0	0	0
GX5.bin117	Firmicutes	0	0	0	0	0	0
GX5.bin118	Planctomycetes	0	0	0	1	0	0
GX5.bin119	Firmicutes	0	0	0	0	0	0
GX5.bin120	Firmicutes	1	1	1	1	1	1
GX5.bin125	Firmicutes	0	0	0	0	0	1
GX5.bin127	Firmicutes	0	0	0	0	0	0
GX5.bin128	Firmicutes	0	1	0	0	0	0
GX5.bin129	Firmicutes	0	0	0	0	0	1
GX5.bin130	Firmicutes	1	1	1	1	1	1
GX5.bin131	Proteobacteria	1	0	0	0	0	0
GX5.bin132	Firmicutes	0	0	0	0	0	0
GX5.bin133	Firmicutes	0	1	0	0	0	1
GX5.bin137	Firmicutes	1	1	0	1	0	1
GX5.bin139	Firmicutes	0	1	0	0	0	0
GX5.bin140	Bacteroidetes	1	0	0	0	0	0
JL1.bin002	Firmicutes	0	0	0	0	0	0
JL1.bin003	Firmicutes	1	1	1	1	1	1
JL1.bin004	Firmicutes	0	0	1	1	1	0
JL1.bin005	Firmicutes	0	0	0	0	0	0
JL1.bin006	Proteobacteria	0	0	0	0	0	0
JL1.bin007	Firmicutes	0	0	1	0	0	0
JL1.bin009	Firmicutes	0	0	0	0	0	0
JL1.bin010	Firmicutes	0	0	0	0	0	0
JL1.bin012	Firmicutes	0	0	1	0	0	0
JL1.bin013	Firmicutes	0	0	0	0	1	0
JL1.bin015	Lentisphaerae	0	0	0	0	0	0
JL1.bin016	Firmicutes	0	0	0	0	0	0
JL1.bin017	Firmicutes	0	0	0	0	0	0
JL1.bin022	Verrucomicrobia	0	0	0	0	0	0
JL1.bin023	Bacteroidetes	1	0	1	0	1	0
JL1.bin025	Firmicutes	0	0	0	0	0	0
JL1.bin027	Firmicutes	0	0	1	0	0	0
JL1.bin029	Lentisphaerae	0	0	0	0	0	0
JL1.bin030	Firmicutes	0	0	0	0	0	0
JL1.bin031	Firmicutes	0	0	0	0	0	0
JL1.bin032	Firmicutes	0	0	0	0	0	0
JL1.bin036	Firmicutes	0	0	0	0	0	0
JL1.bin038	Firmicutes	0	0	0	0	0	0
JL1.bin039	Firmicutes	1	0	1	0	0	0
JL1.bin040	Firmicutes	1	1	1	1	1	1
JL1.bin041	Firmicutes	0	1	0	0	0	0
JL1.bin043	Firmicutes	0	0	0	0	0	0
JL1.bin047	Firmicutes	0	1	0	0	0	0
JL1.bin048	Firmicutes	0	0	0	0	0	0
JL1.bin052	Elusimicrobia	0	0	0	0	0	0
JL1.bin053	Firmicutes	0	0	0	0	0	0
JL1.bin054	Spirochaetes	0	0	1	1	1	0
JL1.bin055	Firmicutes	0	0	0	0	0	0
JL1.bin057	Firmicutes	0	0	0	0	0	0
JL1.bin062	Firmicutes	0	0	0	0	0	0
JL1.bin063	Firmicutes	0	0	0	0	0	0
JL1.bin064	Bacteroidetes	1	0	0	0	0	0
JL1.bin065	Verrucomicrobia	0	0	0	0	0	0
JL1.bin066	Candidatus Melainabacteria	0	0	0	0	0	0
JL1.bin067	Proteobacteria	0	0	0	0	0	0
JL1.bin068	Firmicutes	1	1	0	1	0	1
JL1.bin069	Firmicutes	0	0	0	0	0	0
JL1.bin071	Firmicutes	0	0	0	0	0	0
JL1.bin073	Firmicutes	0	0	0	0	0	0
JL1.bin076	Firmicutes	0	0	0	0	0	0
JL1.bin080	Firmicutes	0	0	0	0	0	0
JL1.bin082	Firmicutes	0	0	0	0	0	1
JL1.bin083	Firmicutes	0	0	0	0	0	0
JL1.bin084	Lentisphaerae	0	0	0	0	0	0
JL1.bin086	Firmicutes	1	0	0	1	0	1
JL1.bin089	Firmicutes	1	1	0	1	1	0
JL1.bin091	Firmicutes	0	0	0	0	0	0
JL1.bin092	Lentisphaerae	0	0	0	1	0	0
JL1.bin093	Firmicutes	0	0	0	0	0	0
JL1.bin095	Firmicutes	0	0	0	0	0	0
JL1.bin098	Firmicutes	1	0	0	0	0	0
JL1.bin101	Firmicutes	0	0	0	1	0	0
JL1.bin102	Firmicutes	0	0	0	0	0	0
JL1.bin103	Firmicutes	0	1	1	0	1	1
JL1.bin106	Firmicutes	1	1	1	1	1	1
JL1.bin107	Bacteroidetes	0	0	0	1	0	0
JL1.bin109	Firmicutes	1	0	0	0	0	0
JL1.bin113	Firmicutes	0	0	1	0	0	0
JL1.bin116	Firmicutes	1	1	1	1	1	1
JL1.bin119	Firmicutes	0	0	0	0	0	0
JL1.bin121	Firmicutes	0	0	0	0	0	0
JL1.bin123	Firmicutes	0	0	0	0	0	0
JL1.bin124	Firmicutes	0	0	0	0	0	0
JL1.bin125	Bacteroidetes	0	0	1	0	0	0
JL1.bin126	Lentisphaerae	0	0	0	0	0	0
JL1.bin129	Firmicutes	0	0	0	0	0	0
JL1.bin131	Firmicutes	0	0	0	0	0	0
JL1.bin132	Firmicutes	1	0	1	0	1	0
JL1.bin134	Proteobacteria	0	0	0	0	0	0
JL1.bin139	Firmicutes	0	0	0	0	0	0
JL1.bin141	Bacteroidetes	1	1	1	1	1	1
JL1.bin142	Firmicutes	0	0	0	0	0	0
JL1.bin143	Firmicutes	1	0	0	1	0	1
JL1.bin144	Firmicutes	0	1	0	0	0	0
JL1.bin145	Firmicutes	0	0	0	0	0	0
JL1.bin146	Firmicutes	0	0	0	0	1	0
JL1.bin147	Firmicutes	0	0	0	0	0	0
JL1.bin148	Firmicutes	0	0	0	1	1	1
JL1.bin151	Firmicutes	1	1	1	1	1	1
JL1.bin152	Firmicutes	0	0	0	0	0	0
JL1.bin153	Bacteroidetes	1	1	1	1	1	0
JL1.bin154	Firmicutes	1	0	0	1	1	0
JL1.bin155	Firmicutes	1	1	1	1	1	1
JL1.bin156	Spirochaetes	0	0	1	0	0	0
JL1.bin160	Firmicutes	0	0	0	0	0	0
JL1.bin161	Firmicutes	0	0	0	0	0	0
JL1.bin162	Firmicutes	0	0	0	0	0	0
JL1.bin164	Firmicutes	0	0	0	0	1	0
JL1.bin165	Firmicutes	0	0	0	0	0	0
JL1.bin166	Firmicutes	1	0	0	0	0	0
JL1.bin167	Firmicutes	0	0	0	0	0	0
JL1.bin170	Spirochaetes	0	0	0	0	1	0
JL1.bin171	Firmicutes	0	0	0	0	0	0
JL1.bin172	Firmicutes	0	1	0	0	0	0
JL1.bin174	Bacteroidetes	0	0	0	1	1	0
JL1.bin175	Proteobacteria	0	0	0	0	0	0
JL1.bin177	Firmicutes	0	0	0	0	0	0
JL1.bin179	Lentisphaerae	0	0	0	1	0	0
JL1.bin180	Firmicutes	1	1	0	0	1	0
JL1.bin184	Firmicutes	1	0	0	0	0	0
JL1.bin185	Firmicutes	0	0	0	0	0	0
JL2.bin003	Firmicutes	0	0	0	0	0	0
JL2.bin004	Bacteroidetes	0	0	0	0	0	0
JL2.bin005	Firmicutes	1	1	1	1	1	1
JL2.bin009	Firmicutes	0	0	0	0	0	1
JL2.bin011	Bacteroidetes	1	1	1	1	1	1
JL2.bin012	Euryarchaeota	0	1	1	0	1	1
JL2.bin013	Firmicutes	0	0	0	0	0	0
JL2.bin016	Firmicutes	0	0	0	0	0	0
JL2.bin018	Bacteroidetes	1	1	1	1	1	1
JL2.bin019	Bacteroidetes	0	0	0	0	0	0
JL2.bin020	Firmicutes	0	0	0	0	0	0
JL2.bin022	Firmicutes	0	0	0	0	0	0
JL2.bin024	Firmicutes	1	1	1	1	1	1
JL2.bin026	Firmicutes	0	0	1	0	0	0
JL2.bin028	Firmicutes	1	1	1	1	1	1
JL2.bin029	Firmicutes	1	1	0	1	1	1
JL2.bin030	Firmicutes	0	0	1	0	0	0
JL2.bin032	Firmicutes	0	0	0	0	0	0
JL2.bin033	Firmicutes	0	0	0	0	0	0
JL2.bin034	Firmicutes	0	0	0	0	0	0
JL2.bin035	Firmicutes	0	0	0	0	0	0
JL2.bin040	Firmicutes	0	1	1	0	0	0
JL2.bin042	Firmicutes	0	1	0	0	1	0
JL2.bin043	Spirochaetes	0	0	0	0	0	0
JL2.bin046	Firmicutes	0	0	0	0	0	0
JL2.bin048	Firmicutes	0	0	0	0	0	0
JL2.bin049	Firmicutes	0	1	1	1	1	0
JL2.bin050	Firmicutes	0	0	0	0	0	0
JL2.bin051	Firmicutes	0	0	0	1	0	0
JL2.bin053	Firmicutes	1	1	1	1	1	1
JL2.bin054	Proteobacteria	0	0	0	0	0	0
JL2.bin055	Firmicutes	0	0	0	0	0	0
JL2.bin057	Firmicutes	0	0	0	0	0	0
JL2.bin058	Firmicutes	0	0	0	0	0	0
JL2.bin059	Firmicutes	1	1	1	1	1	1
JL2.bin060	Firmicutes	0	0	0	0	0	0
JL2.bin062	Firmicutes	0	0	1	0	1	0
JL2.bin063	Firmicutes	0	0	1	0	1	0
JL2.bin064	Firmicutes	0	0	0	0	0	0
JL2.bin071	Firmicutes	1	0	1	0	1	0
JL2.bin073	Firmicutes	1	1	1	1	1	1
JL2.bin074	Tenericutes	0	0	0	0	0	0
JL2.bin075	Firmicutes	1	1	0	0	0	1
JL2.bin079	Candidatus Melainabacteria	0	0	0	1	1	0
JL2.bin080	Lentisphaerae	0	0	0	0	0	0
JL2.bin081	Firmicutes	1	1	1	1	1	1
JL2.bin083	Candidatus Melainabacteria	0	0	0	0	1	0
JL2.bin088	Proteobacteria	0	0	0	0	0	0
JL2.bin090	Firmicutes	1	0	1	0	0	0
JL2.bin091	Firmicutes	0	0	0	0	0	0
JL2.bin092	Firmicutes	1	0	0	1	0	0
JL2.bin093	Bacteroidetes	0	0	0	0	0	0
JL2.bin098	Firmicutes	0	0	1	1	0	1
JL2.bin099	Firmicutes	0	0	0	0	0	0
JL2.bin100	Firmicutes	0	0	0	1	1	1
JL2.bin102	Firmicutes	1	1	1	1	1	1
JL2.bin103	Firmicutes	1	1	1	1	1	1
JL2.bin105	Firmicutes	0	0	1	0	1	0
JL2.bin106	Firmicutes	1	0	1	1	0	0
JL2.bin107	Bacteroidetes	1	1	1	1	1	1
JL2.bin110	Firmicutes	0	0	1	0	0	0
JL2.bin111	Firmicutes	1	1	1	1	1	1
JL2.bin113	Firmicutes	0	0	0	0	0	0
JL2.bin114	Firmicutes	0	0	1	0	0	0
JL2.bin115	Firmicutes	1	1	1	0	1	0
JL2.bin116	Bacteroidetes	1	1	1	1	1	0
JL2.bin117	Firmicutes	1	1	1	1	1	1
JL2.bin118	Firmicutes	0	0	1	1	1	0
JL2.bin120	Bacteroidetes	1	0	1	1	1	0
JL2.bin121	Candidatus Melainabacteria	0	0	0	1	1	0
JL2.bin122	Firmicutes	0	1	0	0	0	0
JL2.bin123	Firmicutes	1	1	1	1	1	0
JL2.bin124	Firmicutes	0	0	1	0	0	0
JL2.bin125	Firmicutes	1	1	0	0	0	0
JL2.bin126	Firmicutes	0	0	0	0	0	0
JL2.bin127	Firmicutes	0	0	0	0	0	0
JL2.bin129	Firmicutes	0	0	0	0	0	0
JL2.bin130	Firmicutes	0	0	0	0	0	0
JL2.bin131	Firmicutes	0	0	0	0	0	0
JL2.bin133	Firmicutes	0	0	1	0	0	0
JL2.bin134	Firmicutes	1	1	1	0	1	1
JL2.bin135	Bacteroidetes	0	0	0	0	0	0
JL2.bin136	Bacteroidetes	0	0	1	1	1	0
JL2.bin138	Firmicutes	0	0	1	1	0	1
JL2.bin139	Firmicutes	1	1	1	1	1	1
JL2.bin140	Proteobacteria	0	0	1	1	1	0
JL2.bin143	Firmicutes	0	0	0	0	0	0
JL2.bin145	Firmicutes	0	1	1	1	1	1
JL2.bin146	Firmicutes	1	1	1	1	1	1
JL2.bin147	Firmicutes	1	0	1	1	1	0
JL2.bin149	Firmicutes	0	0	0	0	0	0
JL2.bin151	Firmicutes	0	0	0	0	0	0
JL2.bin153	Firmicutes	0	0	1	0	1	0
JL2.bin155	Firmicutes	0	0	1	0	1	0
JL2.bin156	Firmicutes	0	0	0	0	0	0
JL2.bin157	Bacteroidetes	0	0	1	0	0	0
JL2.bin159	Firmicutes	1	1	1	1	1	0
JL2.bin160	Bacteroidetes	1	0	1	1	1	0
JL2.bin162	Firmicutes	1	1	1	0	0	0
JL2.bin164	Firmicutes	0	0	0	0	0	0
JL2.bin167	Bacteroidetes	0	0	1	0	1	0
JL2.bin170	Spirochaetes	0	0	1	1	1	1
JL2.bin171	Actinobacteria	0	1	0	0	0	0
JL2.bin172	Firmicutes	0	0	0	0	0	0
JL2.bin173	Firmicutes	0	0	0	1	0	0
JL2.bin175	Firmicutes	0	0	1	0	1	0
JL2.bin176	Firmicutes	1	0	1	1	1	1
JL2.bin177	Firmicutes	0	0	0	0	1	0
JL2.bin178	Firmicutes	1	1	1	1	1	1
JL2.bin179	Firmicutes	1	0	0	0	0	0
JL2.bin182	Firmicutes	0	0	0	1	1	0
JL3.bin003	Firmicutes	1	0	1	1	0	0
JL3.bin005	Firmicutes	0	0	0	0	0	0
JL3.bin010	Bacteroidetes	0	0	0	0	0	0
JL3.bin013	Firmicutes	0	0	1	0	1	0
JL3.bin015	Firmicutes	0	0	1	0	1	1
JL3.bin017	Firmicutes	0	0	0	0	0	0
JL3.bin018	Bacteroidetes	1	0	1	1	1	0
JL3.bin019	Bacteroidetes	0	0	1	0	1	0
JL3.bin020	Firmicutes	0	0	0	0	0	0
JL3.bin021	Firmicutes	1	1	1	1	1	1
JL3.bin024	Firmicutes	0	0	1	0	1	0
JL3.bin028	Firmicutes	0	0	1	0	1	1
JL3.bin029	Firmicutes	1	1	1	1	0	0
JL3.bin032	Firmicutes	0	0	1	0	0	0
JL3.bin033	Firmicutes	1	0	1	1	1	1
JL3.bin034	Firmicutes	0	0	0	0	0	0
JL3.bin035	Firmicutes	0	0	1	0	0	0
JL3.bin036	Firmicutes	0	0	0	0	0	0
JL3.bin037	Firmicutes	1	0	1	0	0	1
JL3.bin038	Firmicutes	1	1	1	1	1	1
JL3.bin040	Actinobacteria	0	0	0	0	0	0
JL3.bin041	Firmicutes	1	1	1	1	0	0
JL3.bin043	Bacteroidetes	0	0	0	0	0	0
JL3.bin045	Lentisphaerae	0	0	0	0	0	0
JL3.bin046	Bacteroidetes	0	0	0	0	0	0
JL3.bin047	Proteobacteria	0	0	1	0	0	0
JL3.bin048	Firmicutes	0	0	1	0	0	1
JL3.bin050	Bacteroidetes	0	0	0	0	0	0
JL3.bin051	Bacteroidetes	0	0	0	0	0	0
JL3.bin053	Firmicutes	1	1	0	1	0	0
JL3.bin054	Firmicutes	0	0	1	0	1	1
JL3.bin057	Firmicutes	0	0	0	0	0	0
JL3.bin058	Firmicutes	0	0	0	0	0	0
JL3.bin059	Bacteroidetes	0	0	0	0	0	0
JL3.bin060	Firmicutes	0	0	0	0	0	0
JL3.bin062	Firmicutes	0	0	1	0	1	0
JL3.bin063	Firmicutes	0	0	0	0	0	0
JL3.bin065	Firmicutes	0	0	1	0	0	1
JL3.bin066	Euryarchaeota	0	0	1	1	1	1
JL3.bin068	Firmicutes	0	0	0	0	0	0
JL3.bin074	Firmicutes	0	0	1	0	0	0
JL3.bin078	Bacteroidetes	1	1	1	1	1	1
JL3.bin079	Firmicutes	0	0	0	1	0	0
JL3.bin082	Candidatus Saccharibacteria	0	0	0	0	0	0
JL3.bin083	Firmicutes	0	0	0	0	0	0
JL3.bin084	Firmicutes	0	0	1	0	0	0
JL3.bin086	Firmicutes	1	1	1	1	1	1
JL3.bin087	Bacteroidetes	0	0	1	0	1	0
JL3.bin089	Verrucomicrobia	0	1	0	0	1	0
JL3.bin090	Bacteroidetes	1	1	1	1	1	0
JL3.bin091	Firmicutes	0	0	1	0	0	0
JL3.bin093	Firmicutes	0	0	1	0	0	0
JL3.bin101	Elusimicrobia	0	0	0	0	0	0
JL3.bin103	Firmicutes	1	0	1	0	0	0
JL3.bin104	Firmicutes	0	0	0	0	0	0
JL3.bin105	Firmicutes	1	1	1	1	1	1
JL3.bin106	Bacteroidetes	0	0	0	0	0	0
JL3.bin108	Euryarchaeota	0	1	1	1	1	1
JL3.bin109	Bacteroidetes	0	0	0	0	0	0
JL3.bin111	Bacteroidetes	0	1	0	0	0	0
JL4.bin002	Bacteroidetes	1	1	1	1	1	0
JL4.bin003	Firmicutes	0	0	0	0	0	0
JL4.bin005	Bacteroidetes	0	0	0	0	0	0
JL4.bin007	Bacteroidetes	1	0	1	1	1	0
JL4.bin009	Firmicutes	1	0	1	0	0	0
JL4.bin010	Firmicutes	0	1	1	0	0	0
JL4.bin011	Firmicutes	0	0	0	0	0	0
JL4.bin012	Firmicutes	0	0	0	0	0	0
JL4.bin013	Firmicutes	0	0	0	0	0	0
JL4.bin014	Firmicutes	0	0	0	0	0	0
JL4.bin015	Firmicutes	0	0	0	0	0	0
JL4.bin016	Verrucomicrobia	0	0	1	0	1	0
JL4.bin017	Firmicutes	0	0	0	0	0	0
JL4.bin019	Firmicutes	0	0	1	1	0	0
JL4.bin020	Firmicutes	0	0	1	0	0	0
JL4.bin021	Firmicutes	1	1	1	1	1	1
JL4.bin022	Firmicutes	0	0	1	0	1	0
JL4.bin023	Firmicutes	1	1	1	1	1	1
JL4.bin024	Firmicutes	1	1	1	0	1	0
JL4.bin026	Bacteroidetes	1	1	1	1	1	1
JL4.bin027	Bacteroidetes	0	0	0	0	0	0
JL4.bin028	Bacteroidetes	0	0	0	0	1	0
JL4.bin029	Firmicutes	1	1	1	1	0	1
JL4.bin030	Firmicutes	1	0	1	1	0	0
JL4.bin031	Bacteroidetes	1	1	1	1	1	1
JL4.bin032	Firmicutes	0	0	1	0	0	0
JL4.bin033	Firmicutes	1	0	0	1	1	0
JL4.bin035	Firmicutes	0	0	1	1	0	1
JL4.bin036	Firmicutes	1	0	0	1	0	0
JL4.bin037	Firmicutes	0	0	0	0	0	0
JL4.bin038	Firmicutes	0	0	0	0	0	0
JL4.bin041	Firmicutes	0	0	0	0	0	0
JL4.bin042	Firmicutes	0	0	0	0	0	0
JL4.bin043	Firmicutes	0	0	0	0	0	0
JL4.bin044	Firmicutes	0	0	1	0	0	0
JL4.bin045	Firmicutes	0	0	1	0	0	0
JL4.bin046	Firmicutes	0	0	0	0	0	0
JL4.bin047	Firmicutes	0	0	0	0	0	0
JL4.bin051	Firmicutes	0	0	0	0	0	0
JL4.bin052	Firmicutes	0	0	0	0	0	0
JL4.bin055	Bacteroidetes	0	0	0	0	0	0
JL4.bin057	Firmicutes	0	0	0	0	0	0
JL4.bin058	Proteobacteria	0	0	1	0	1	0
JL4.bin059	Firmicutes	0	0	1	0	0	0
JL4.bin061	Firmicutes	0	0	1	0	0	0
JL4.bin063	Firmicutes	1	1	1	0	1	0
JL4.bin064	Firmicutes	1	0	0	0	0	0
JL4.bin065	Firmicutes	0	0	0	1	0	0
JL4.bin068	Firmicutes	0	0	0	0	0	0
JL4.bin069	Bacteroidetes	0	0	1	0	0	0
JL4.bin071	Bacteroidetes	0	0	0	0	1	0
JL4.bin072	Firmicutes	1	1	1	1	1	1
JL4.bin074	Firmicutes	1	1	0	1	1	1
JL4.bin075	Firmicutes	0	0	1	0	0	0
JL4.bin077	Firmicutes	1	1	1	1	1	1
JL4.bin078	Firmicutes	0	0	1	0	1	1
JL4.bin079	Spirochaetes	0	0	0	0	0	0
JL4.bin080	Firmicutes	1	1	1	1	1	1
JL4.bin081	Firmicutes	1	1	1	1	1	1
JL4.bin083	Firmicutes	0	0	0	0	0	0
JL4.bin084	Firmicutes	0	1	1	0	0	1
JL4.bin085	Firmicutes	0	0	0	0	0	0
JL4.bin088	Firmicutes	1	1	1	1	0	1
JL4.bin091	Firmicutes	0	0	0	0	0	0
JL4.bin092	Firmicutes	0	0	0	0	0	1
JL4.bin094	Firmicutes	0	0	1	0	0	0
JL4.bin095	Firmicutes	0	0	1	0	1	0
JL4.bin100	Firmicutes	0	1	1	0	1	1
JL4.bin102	Firmicutes	0	0	0	0	0	0
JL4.bin103	Firmicutes	0	0	1	0	0	0
JL4.bin104	Firmicutes	0	0	0	0	0	0
JL4.bin109	Firmicutes	0	0	0	0	0	0
JL4.bin110	Firmicutes	0	0	1	0	1	0
JL4.bin111	Firmicutes	1	1	1	1	1	1
JL4.bin112	Bacteroidetes	1	1	0	0	0	0
JL4.bin113	Firmicutes	0	0	0	0	0	0
JL4.bin115	Proteobacteria	0	0	0	0	0	0
JL4.bin116	Firmicutes	0	1	1	1	1	1
JL4.bin117	Firmicutes	0	0	0	0	0	0
JL4.bin118	Firmicutes	0	0	0	0	0	0
JL4.bin120	Spirochaetes	0	0	0	0	0	0
JL4.bin122	Bacteroidetes	0	0	0	0	0	0
JL4.bin123	Firmicutes	1	1	0	1	1	0
JL4.bin124	Firmicutes	0	0	0	0	0	0
JL4.bin125	Firmicutes	0	0	0	0	0	0
JL4.bin126	Firmicutes	1	1	1	1	1	1
JL4.bin127	Firmicutes	0	0	0	0	0	0
JL4.bin129	Firmicutes	0	0	1	0	0	0
JL4.bin132	Firmicutes	0	0	0	0	0	0
JL4.bin133	Tenericutes	0	0	0	0	0	0
JL4.bin134	Firmicutes	0	0	0	0	0	0
JL4.bin135	Firmicutes	0	0	0	0	0	0
JL4.bin136	Firmicutes	0	0	0	0	0	0
JL4.bin140	Firmicutes	0	0	0	0	0	0
JL4.bin141	Firmicutes	0	0	1	1	1	0
JL4.bin142	Firmicutes	0	0	1	0	0	0
JL4.bin143	Bacteroidetes	0	0	0	0	0	0
JL4.bin144	Spirochaetes	0	0	0	0	0	0
JL4.bin147	Firmicutes	0	0	1	0	1	0
JL4.bin148	Actinobacteria	0	0	0	0	0	0
JL4.bin149	Firmicutes	0	0	0	0	0	0
JL4.bin151	Firmicutes	0	0	0	0	0	0
JL4.bin152	Spirochaetes	0	0	0	0	0	0
JL4.bin153	Firmicutes	0	0	0	0	0	0
JL4.bin155	Firmicutes	1	0	1	0	1	0
JL4.bin156	Actinobacteria	0	0	0	0	0	0
JL4.bin157	Bacteroidetes	1	1	1	1	1	1
JL4.bin160	Firmicutes	0	0	0	0	0	0
JL4.bin162	Firmicutes	0	0	0	0	0	0
JL4.bin163	Firmicutes	1	1	1	1	1	0
JL4.bin168	Firmicutes	0	0	0	0	0	0
JL4.bin170	Firmicutes	0	0	0	0	0	0
JL4.bin171	Firmicutes	0	0	0	0	0	0
JL4.bin172	Firmicutes	0	0	0	0	0	0
JL5.bin001	Bacteroidetes	1	1	0	1	1	1
JL5.bin003	Firmicutes	1	1	0	1	0	0
JL5.bin004	Firmicutes	0	0	0	0	0	0
JL5.bin005	Firmicutes	0	1	0	0	0	0
JL5.bin009	Firmicutes	1	0	0	0	1	0
JL5.bin013	Firmicutes	1	0	0	0	0	0
JL5.bin015	Verrucomicrobia	1	0	1	0	1	0
JL5.bin016	Firmicutes	0	0	0	0	0	0
JL5.bin017	Firmicutes	0	0	1	0	1	0
JL5.bin018	Tenericutes	0	0	0	0	0	0
JL5.bin019	Firmicutes	0	0	0	0	0	0
JL5.bin020	Proteobacteria	0	0	1	0	0	0
JL5.bin021	Firmicutes	1	1	1	0	1	0
JL5.bin022	Firmicutes	1	1	1	1	1	1
JL5.bin025	Firmicutes	0	0	0	1	0	0
JL5.bin026	Firmicutes	0	0	1	1	1	0
JL5.bin027	Bacteroidetes	0	0	1	0	0	0
JL5.bin028	Firmicutes	0	0	0	0	0	0
JL5.bin029	Firmicutes	0	0	0	0	0	0
JL5.bin031	Firmicutes	0	1	0	1	0	1
JL5.bin032	Actinobacteria	0	0	0	0	0	1
JL5.bin033	Firmicutes	0	0	0	0	0	0
JL5.bin034	Spirochaetes	1	0	1	1	1	0
JL5.bin035	Firmicutes	0	0	0	0	0	0
JL5.bin036	Firmicutes	1	0	1	1	1	1
JL5.bin037	Firmicutes	1	0	1	0	0	0
JL5.bin040	Firmicutes	0	0	1	0	1	0
JL5.bin041	Firmicutes	0	0	0	0	0	0
JL5.bin042	Firmicutes	0	0	0	0	0	0
JL5.bin043	Firmicutes	0	0	0	0	0	0
JL5.bin044	Firmicutes	0	0	0	0	0	0
JL5.bin045	Proteobacteria	0	0	0	0	0	0
JL5.bin050	Firmicutes	0	0	0	1	0	0
JL5.bin051	Firmicutes	0	0	0	0	0	0
JL5.bin052	Firmicutes	0	1	0	0	0	1
JL5.bin053	Firmicutes	0	0	0	0	0	0
