SGBs	phylum	AH	GX	JL	SD	SX	XZ
XZ3.bin134	Firmicutes	0	0	0	0	0	0
XZ4.bin003	Firmicutes	0	0	0	0	0	1
XZ4.bin004	Firmicutes	1	1	0	1	1	1
XZ4.bin005	Bacteroidetes	0	0	0	0	0	0
XZ4.bin006	Firmicutes	0	0	0	0	0	0
XZ4.bin008	Firmicutes	0	0	0	0	0	0
XZ4.bin009	Firmicutes	0	0	0	0	0	0
XZ4.bin010	Firmicutes	0	1	0	1	1	1
XZ4.bin011	Proteobacteria	0	0	0	0	0	0
XZ4.bin012	Firmicutes	0	0	0	0	0	0
XZ4.bin013	Firmicutes	0	1	0	0	0	1
XZ4.bin014	Firmicutes	1	0	0	1	1	1
XZ4.bin015	Firmicutes	0	0	0	0	0	0
XZ4.bin016	Firmicutes	0	0	0	0	0	0
XZ4.bin017	Firmicutes	0	0	0	0	0	0
XZ4.bin019	Firmicutes	0	0	0	0	0	1
XZ4.bin020	Firmicutes	0	0	0	0	0	0
XZ4.bin021	Firmicutes	0	0	0	0	0	0
XZ4.bin022	Firmicutes	0	0	0	0	0	1
XZ4.bin023	Firmicutes	0	0	0	0	0	0
XZ4.bin024	Firmicutes	0	0	0	0	0	0
XZ4.bin025	Firmicutes	0	1	0	0	0	1
XZ4.bin026	Firmicutes	0	1	0	0	0	0
XZ4.bin027	Firmicutes	0	0	0	0	0	0
XZ4.bin029	Bacteroidetes	1	1	1	1	0	0
XZ4.bin030	Firmicutes	0	1	0	0	0	1
XZ4.bin032	Firmicutes	0	0	0	0	0	1
XZ4.bin033	Firmicutes	0	0	0	0	0	0
XZ4.bin034	Firmicutes	0	0	0	0	0	0
XZ4.bin036	Firmicutes	0	0	0	0	0	0
XZ4.bin037	Bacteroidetes	1	1	1	0	0	1
XZ4.bin038	Firmicutes	0	0	0	0	0	0
XZ4.bin039	Firmicutes	0	0	0	0	0	0
XZ4.bin040	Firmicutes	0	0	0	0	0	0
XZ4.bin041	Firmicutes	0	0	0	0	0	0
XZ4.bin042	Actinobacteria	0	0	0	0	0	1
XZ4.bin043	Euryarchaeota	0	0	0	0	0	1
XZ4.bin044	Proteobacteria	0	0	0	0	0	0
XZ4.bin045	Bacteroidetes	0	0	0	1	1	1
XZ4.bin047	Actinobacteria	0	0	0	0	0	1
XZ4.bin048	Firmicutes	0	0	0	0	0	0
XZ4.bin049	Firmicutes	0	0	0	0	0	0
XZ4.bin050	Bacteroidetes	0	0	0	0	0	1
XZ4.bin052	Firmicutes	0	0	0	0	0	0
XZ4.bin055	Bacteroidetes	0	0	0	0	0	0
XZ4.bin056	Bacteroidetes	0	0	0	1	0	1
XZ4.bin058	Firmicutes	0	0	0	0	0	0
XZ4.bin059	Firmicutes	0	0	0	0	0	0
XZ4.bin060	Firmicutes	0	0	0	0	0	0
XZ4.bin061	Firmicutes	0	0	0	0	0	0
XZ4.bin062	Firmicutes	0	0	0	0	0	0
XZ4.bin063	Firmicutes	0	0	0	0	0	0
XZ4.bin064	Euryarchaeota	0	0	0	0	0	1
XZ4.bin065	Firmicutes	0	1	1	0	0	0
XZ4.bin066	Firmicutes	0	0	0	1	1	0
XZ4.bin067	Firmicutes	0	0	0	0	0	0
XZ4.bin070	Firmicutes	0	0	0	0	0	1
XZ4.bin071	Firmicutes	0	0	0	0	0	0
XZ4.bin072	Firmicutes	0	0	0	0	0	0
XZ4.bin073	Firmicutes	0	0	0	0	0	0
XZ4.bin074	Firmicutes	0	0	0	0	0	0
XZ4.bin075	Firmicutes	0	0	0	0	0	0
XZ4.bin076	Firmicutes	0	0	0	0	0	0
XZ4.bin077	Bacteroidetes	1	1	1	1	1	1
XZ4.bin078	Proteobacteria	0	0	0	0	0	0
XZ4.bin079	Firmicutes	0	0	0	0	0	1
XZ4.bin080	Firmicutes	0	0	0	0	0	0
XZ4.bin081	Firmicutes	0	0	0	0	0	1
XZ4.bin082	Firmicutes	0	0	0	0	0	0
XZ4.bin083	Firmicutes	0	0	0	0	0	0
XZ4.bin084	Bacteroidetes	1	1	0	0	0	1
XZ4.bin085	Firmicutes	0	0	0	0	0	0
XZ4.bin086	Firmicutes	1	1	0	1	1	1
XZ4.bin087	Firmicutes	0	0	0	0	0	0
XZ4.bin088	Firmicutes	0	0	0	0	0	0
XZ4.bin089	Euryarchaeota	0	0	0	0	0	1
XZ4.bin090	Firmicutes	0	0	0	0	0	0
XZ4.bin091	Firmicutes	0	0	0	0	0	1
XZ4.bin092	Firmicutes	0	0	0	0	0	0
XZ4.bin095	Firmicutes	0	0	0	0	0	0
XZ4.bin096	Bacteroidetes	0	0	0	1	0	0
XZ4.bin098	Firmicutes	0	0	0	0	0	0
XZ4.bin099	Bacteroidetes	1	1	1	1	1	1
XZ4.bin100	Firmicutes	0	0	0	0	0	0
XZ4.bin101	Bacteroidetes	0	0	0	0	0	0
XZ4.bin102	Planctomycetes	0	0	0	0	0	0
XZ4.bin105	Firmicutes	0	0	0	0	0	0
XZ4.bin106	Bacteroidetes	0	0	0	0	0	0
XZ4.bin107	Bacteroidetes	0	0	0	0	0	0
XZ4.bin108	Firmicutes	0	0	0	0	0	0
XZ4.bin109	Firmicutes	0	0	0	0	0	1
XZ4.bin110	Firmicutes	0	1	0	0	0	1
XZ4.bin111	Firmicutes	0	0	0	0	0	0
XZ4.bin112	Lentisphaerae	0	0	0	0	0	0
XZ4.bin113	Verrucomicrobia	0	0	0	0	0	0
XZ4.bin117	Bacteroidetes	0	0	0	0	0	0
XZ4.bin119	Lentisphaerae	0	0	0	0	0	0
XZ4.bin120	Bacteroidetes	0	0	0	0	0	0
XZ4.bin121	Firmicutes	0	0	0	0	0	0
XZ4.bin122	Firmicutes	0	0	0	0	1	1
XZ4.bin123	Firmicutes	0	0	0	0	0	0
XZ4.bin124	Candidatus Melainabacteria	0	0	0	0	0	0
XZ4.bin125	Firmicutes	0	0	0	0	0	0
XZ4.bin126	Firmicutes	0	0	0	0	0	0
XZ4.bin127	Firmicutes	0	0	0	0	0	0
XZ4.bin128	Firmicutes	0	0	0	0	0	1
XZ4.bin129	Firmicutes	0	1	0	1	0	0
XZ4.bin130	Firmicutes	0	0	0	0	0	0
XZ4.bin131	Bacteroidetes	1	1	1	1	1	1
XZ4.bin135	Firmicutes	0	0	0	0	0	0
XZ4.bin136	Bacteroidetes	1	1	1	1	1	1
XZ4.bin138	Bacteroidetes	0	1	0	1	0	0
XZ4.bin140	Firmicutes	0	0	0	0	0	1
XZ4.bin141	Firmicutes	0	0	0	0	0	0
XZ4.bin142	Firmicutes	0	0	0	0	0	0
XZ4.bin143	Firmicutes	0	1	0	0	0	1
XZ4.bin144	Firmicutes	0	0	0	0	0	0
XZ4.bin146	Firmicutes	0	0	0	0	0	0
XZ4.bin147	Bacteroidetes	0	0	0	0	1	0
XZ4.bin148	Firmicutes	0	0	0	0	0	1
XZ4.bin150	Firmicutes	0	0	0	0	0	0
XZ4.bin151	Firmicutes	1	1	0	1	0	1
XZ4.bin152	Firmicutes	0	0	0	0	0	0
XZ4.bin153	Bacteroidetes	0	0	0	0	0	1
XZ4.bin154	Firmicutes	0	0	0	1	0	1
XZ4.bin155	Bacteroidetes	1	1	0	0	1	1
XZ4.bin156	Firmicutes	0	0	0	0	0	0
XZ4.bin157	Euryarchaeota	0	0	0	0	0	1
XZ4.bin158	Bacteroidetes	1	1	1	1	1	1
XZ4.bin159	Firmicutes	0	0	0	0	0	0
XZ4.bin160	Firmicutes	0	0	1	1	1	1
XZ4.bin161	Firmicutes	0	0	0	0	0	0
XZ4.bin162	Firmicutes	0	0	0	0	0	0
XZ4.bin163	Firmicutes	0	0	0	0	0	0
XZ4.bin164	Firmicutes	1	1	1	0	1	1
XZ4.bin165	Firmicutes	0	0	0	0	0	0
XZ4.bin166	Firmicutes	0	0	0	0	0	1
XZ4.bin167	Firmicutes	1	0	0	0	0	0
XZ4.bin168	Lentisphaerae	0	0	0	0	1	0
XZ4.bin169	Firmicutes	0	0	0	0	0	0
XZ4.bin171	Bacteroidetes	0	1	0	0	0	0
XZ4.bin173	Firmicutes	0	0	0	0	0	0
XZ4.bin174	Bacteroidetes	0	0	0	0	0	0
XZ5.bin001	Firmicutes	0	0	0	0	0	1
XZ5.bin002	Firmicutes	0	0	0	0	0	0
XZ5.bin003	Firmicutes	0	0	0	0	0	0
XZ5.bin004	Bacteroidetes	1	1	1	1	1	1
XZ5.bin005	Firmicutes	0	0	0	0	0	1
XZ5.bin007	Firmicutes	1	1	0	1	0	1
XZ5.bin008	Firmicutes	0	0	0	0	0	1
XZ5.bin009	Firmicutes	0	0	0	0	0	0
XZ5.bin012	Firmicutes	0	0	0	0	0	0
XZ5.bin013	Firmicutes	0	0	0	0	0	0
XZ5.bin014	Firmicutes	0	0	0	0	0	0
XZ5.bin015	Firmicutes	0	0	0	0	0	0
XZ5.bin016	Firmicutes	0	0	0	0	0	0
XZ5.bin017	Firmicutes	0	0	0	0	0	0
XZ5.bin018	Firmicutes	0	0	0	0	0	0
XZ5.bin020	Firmicutes	0	0	0	0	0	0
XZ5.bin021	Firmicutes	0	0	0	0	0	0
XZ5.bin022	Firmicutes	0	0	0	0	0	0
XZ5.bin023	Firmicutes	0	0	0	0	0	1
XZ5.bin024	Firmicutes	0	1	0	0	1	1
XZ5.bin025	Firmicutes	0	0	0	0	0	0
XZ5.bin026	Firmicutes	0	0	0	0	0	1
XZ5.bin027	Firmicutes	0	0	0	0	0	0
XZ5.bin028	Firmicutes	1	1	1	1	1	1
XZ5.bin030	Firmicutes	0	0	0	0	0	0
XZ5.bin031	Firmicutes	1	1	0	1	1	1
XZ5.bin032	Firmicutes	0	0	0	0	0	0
XZ5.bin034	Firmicutes	0	0	0	0	0	1
XZ5.bin035	Firmicutes	0	0	0	0	0	1
XZ5.bin036	Firmicutes	0	0	0	0	0	0
XZ5.bin037	Firmicutes	1	1	1	1	1	1
XZ5.bin038	Firmicutes	1	0	1	1	0	0
XZ5.bin039	Firmicutes	0	0	0	0	0	1
XZ5.bin040	Firmicutes	0	0	0	0	0	1
XZ5.bin041	Actinobacteria	0	0	0	0	0	0
XZ5.bin042	Firmicutes	0	0	0	0	0	1
XZ5.bin043	Firmicutes	1	1	0	1	1	1
XZ5.bin044	Firmicutes	0	0	0	0	0	1
XZ5.bin045	Actinobacteria	0	0	0	0	0	1
XZ5.bin046	Euryarchaeota	0	0	0	0	0	0
XZ5.bin047	Firmicutes	0	0	0	0	0	0
XZ5.bin048	Firmicutes	0	0	0	0	0	1
XZ5.bin049	Firmicutes	0	1	0	1	1	1
XZ5.bin050	Firmicutes	0	0	0	0	0	0
XZ5.bin051	Firmicutes	0	0	0	0	0	1
XZ5.bin052	Firmicutes	0	0	0	0	0	0
XZ5.bin053	Firmicutes	0	0	0	0	0	0
XZ5.bin055	Firmicutes	0	0	0	0	0	1
XZ5.bin056	Firmicutes	1	1	0	1	0	1
XZ5.bin057	Firmicutes	0	0	0	0	0	0
XZ5.bin059	Firmicutes	0	1	0	0	0	0
XZ5.bin060	Firmicutes	0	0	0	0	0	0
XZ5.bin062	Firmicutes	0	0	0	0	0	1
XZ5.bin063	Euryarchaeota	0	0	0	0	0	1
XZ5.bin064	Firmicutes	0	0	0	0	0	0
XZ5.bin065	Firmicutes	0	0	0	0	0	0
XZ5.bin066	Firmicutes	0	0	0	0	0	0
XZ5.bin068	Firmicutes	0	0	0	0	0	0
XZ5.bin069	Firmicutes	0	0	0	0	0	1
XZ5.bin070	Firmicutes	0	1	0	1	0	1
XZ5.bin071	Firmicutes	1	1	0	0	0	0
XZ5.bin072	Firmicutes	0	1	0	1	1	1
XZ5.bin073	Firmicutes	0	0	0	0	0	0
XZ5.bin074	Bacteroidetes	1	1	1	1	1	1
XZ5.bin075	Firmicutes	1	1	1	1	1	1
XZ5.bin076	Firmicutes	0	0	0	0	0	1
XZ5.bin077	Firmicutes	0	0	0	0	0	1
XZ5.bin079	Firmicutes	0	0	0	0	0	0
XZ5.bin080	Firmicutes	0	0	0	0	0	1
XZ5.bin081	Firmicutes	0	0	0	0	0	0
XZ5.bin082	Actinobacteria	0	0	0	0	0	0
XZ5.bin083	Actinobacteria	0	0	0	0	0	1
XZ5.bin084	Actinobacteria	0	0	0	0	0	1
XZ5.bin085	Firmicutes	0	0	0	0	0	0
XZ5.bin086	Firmicutes	0	0	0	0	0	0
XZ5.bin087	Firmicutes	0	0	0	0	0	0
XZ5.bin088	Firmicutes	0	0	0	0	0	0
XZ5.bin089	Firmicutes	0	0	0	0	0	1
XZ5.bin090	Firmicutes	0	0	0	0	0	0
XZ5.bin091	Firmicutes	0	0	0	0	0	0
XZ5.bin092	Firmicutes	1	1	1	1	1	1
XZ5.bin093	Firmicutes	0	0	0	0	0	0
XZ5.bin094	Firmicutes	0	0	0	0	0	1
XZ5.bin095	Firmicutes	0	0	0	0	0	0
XZ5.bin096	Firmicutes	0	0	0	0	0	1
XZ5.bin097	Firmicutes	0	0	0	0	0	0
XZ5.bin098	Firmicutes	0	0	0	0	0	0
XZ5.bin099	Firmicutes	0	0	0	0	0	0
XZ5.bin100	Firmicutes	0	0	0	0	0	0
XZ5.bin101	Euryarchaeota	0	0	0	0	0	1
XZ5.bin102	Firmicutes	0	0	0	0	0	0
XZ5.bin103	Firmicutes	1	1	0	1	1	1
XZ5.bin104	Firmicutes	0	0	0	1	0	1
XZ5.bin105	Firmicutes	0	0	0	0	0	0
XZ5.bin106	Firmicutes	0	0	0	0	0	0
XZ5.bin107	Firmicutes	0	1	0	0	0	1
XZ5.bin108	Firmicutes	0	0	1	0	0	0
XZ5.bin109	Firmicutes	0	0	0	0	0	0
XZ5.bin110	Firmicutes	0	0	0	0	0	0
XZ5.bin111	Firmicutes	0	0	0	0	0	0
XZ5.bin112	Actinobacteria	0	0	0	0	0	1
XZ5.bin113	Firmicutes	0	0	0	0	0	0
XZ5.bin114	Firmicutes	0	0	0	0	0	1
XZ5.bin115	Firmicutes	0	0	0	0	0	0
XZ5.bin116	Firmicutes	0	0	0	0	0	0
XZ5.bin117	Firmicutes	0	0	0	0	0	0
XZ5.bin118	Firmicutes	0	0	0	0	0	0
XZ5.bin119	Firmicutes	1	1	0	0	1	1
XZ5.bin120	Firmicutes	1	1	1	1	1	1
XZ5.bin121	Verrucomicrobia	0	0	0	0	0	1
XZ5.bin122	Firmicutes	0	0	0	0	0	0
XZ5.bin123	Firmicutes	0	0	0	0	0	0
XZ5.bin124	Actinobacteria	0	0	0	0	0	1
XZ5.bin125	Firmicutes	0	0	0	1	1	1
XZ5.bin126	Firmicutes	0	1	0	0	0	0
XZ5.bin127	Firmicutes	0	1	0	1	1	1
XZ5.bin128	Firmicutes	0	0	0	0	0	1
XZ5.bin129	Actinobacteria	0	0	0	0	0	0
XZ5.bin130	Firmicutes	0	0	0	0	0	0
XZ5.bin131	Firmicutes	0	0	0	0	0	0
XZ5.bin132	Firmicutes	0	0	0	0	0	1
XZ5.bin133	Firmicutes	0	0	0	0	0	1
XZ5.bin134	Firmicutes	0	0	0	1	0	0
XZ5.bin135	Firmicutes	0	0	0	0	0	1
XZ5.bin136	Firmicutes	1	0	1	0	1	1
XZ5.bin138	Firmicutes	0	1	0	0	0	1
XZ5.bin139	Firmicutes	0	0	0	0	0	0
XZ5.bin140	Firmicutes	0	0	0	0	0	1
XZ5.bin141	Firmicutes	0	0	0	0	0	1
XZ5.bin143	Firmicutes	0	0	0	0	0	0
XZ5.bin144	Firmicutes	0	0	0	0	0	1
XZ5.bin145	Firmicutes	0	0	0	0	0	0
XZ5.bin146	Firmicutes	0	0	0	0	0	0
XZ5.bin147	Firmicutes	0	0	0	0	0	0
XZ5.bin148	Firmicutes	0	0	0	0	0	0
XZ5.bin149	Firmicutes	0	1	0	0	0	1
